,Unnamed: 0,healthy,multiple_diseases,rust,scab,class,image_id
225,960,1,0,0,0,0,Train_960
226,177,0,0,0,1,3,Train_177
227,220,1,0,0,0,0,Train_220
228,977,1,0,0,0,0,Train_977
229,510,0,0,1,0,2,Train_510
230,1696,0,0,0,1,3,Train_1696
231,575,0,0,1,0,2,Train_575
232,1307,0,0,1,0,2,Train_1307
233,1429,0,0,0,1,3,Train_1429
234,256,0,0,0,1,3,Train_256
235,1533,1,0,0,0,0,Train_1533
236,1032,0,0,0,1,3,Train_1032
237,1221,0,0,0,1,3,Train_1221
238,1534,0,0,0,1,3,Train_1534
239,731,1,0,0,0,0,Train_731
240,1293,0,0,0,1,3,Train_1293
241,508,0,0,1,0,2,Train_508
242,766,0,0,1,0,2,Train_766
243,836,0,0,1,0,2,Train_836
244,1331,0,0,0,1,3,Train_1331
245,633,0,0,1,0,2,Train_633
246,1063,0,0,1,0,2,Train_1063
247,1123,1,0,0,0,0,Train_1123
248,515,0,0,1,0,2,Train_515
249,700,0,0,1,0,2,Train_700
250,1160,1,0,0,0,0,Train_1160
251,689,0,0,1,0,2,Train_689
252,941,0,0,0,1,3,Train_941
253,271,1,0,0,0,0,Train_271
254,777,1,0,0,0,0,Train_777
255,604,0,0,0,1,3,Train_604
256,498,0,0,0,1,3,Train_498
257,1308,0,0,0,1,3,Train_1308
258,45,0,0,1,0,2,Train_45
259,156,0,0,1,0,2,Train_156
260,29,0,0,0,1,3,Train_29
261,370,0,0,0,1,3,Train_370
262,1633,1,0,0,0,0,Train_1633
263,408,0,0,1,0,2,Train_408
264,1034,1,0,0,0,0,Train_1034
265,1557,1,0,0,0,0,Train_1557
266,1667,1,0,0,0,0,Train_1667
267,687,0,0,1,0,2,Train_687
268,1319,0,0,1,0,2,Train_1319
269,1070,0,0,1,0,2,Train_1070
270,1178,0,0,0,1,3,Train_1178
271,1061,0,0,0,1,3,Train_1061
272,1535,0,0,1,0,2,Train_1535
273,464,0,0,1,0,2,Train_464
274,397,1,0,0,0,0,Train_397
275,566,1,0,0,0,0,Train_566
276,1154,0,0,1,0,2,Train_1154
277,189,0,0,0,1,3,Train_189
278,1298,0,0,0,1,3,Train_1298
279,1725,0,0,1,0,2,Train_1725
280,1073,0,0,1,0,2,Train_1073
281,222,0,0,0,1,3,Train_222
282,1171,1,0,0,0,0,Train_1171
283,1286,1,0,0,0,0,Train_1286
284,1111,0,0,1,0,2,Train_1111
285,759,0,0,1,0,2,Train_759
286,425,1,0,0,0,0,Train_425
287,554,0,0,1,0,2,Train_554
288,1350,0,0,0,1,3,Train_1350
289,1678,0,0,1,0,2,Train_1678
290,1273,0,0,0,1,3,Train_1273
291,816,0,0,1,0,2,Train_816
292,1317,0,0,0,1,3,Train_1317
293,70,1,0,0,0,0,Train_70
294,1214,1,0,0,0,0,Train_1214
295,1799,1,0,0,0,0,Train_1799
296,1019,0,0,1,0,2,Train_1019
297,1253,0,0,1,0,2,Train_1253
298,1516,0,0,1,0,2,Train_1516
299,825,0,0,1,0,2,Train_825
300,1484,0,0,0,1,3,Train_1484
301,1113,0,0,1,0,2,Train_1113
302,484,0,1,0,0,1,Train_484
303,682,0,1,0,0,1,Train_682
304,819,0,0,0,1,3,Train_819
305,900,0,0,1,0,2,Train_900
306,1754,0,0,0,1,3,Train_1754
307,1026,0,0,0,1,3,Train_1026
308,1310,0,1,0,0,1,Train_1310
309,1419,0,0,0,1,3,Train_1419
310,301,0,0,1,0,2,Train_301
311,170,0,1,0,0,1,Train_170
312,1105,0,0,1,0,2,Train_1105
313,1514,0,1,0,0,1,Train_1514
314,1328,1,0,0,0,0,Train_1328
315,1611,1,0,0,0,0,Train_1611
316,334,0,0,1,0,2,Train_334
317,605,1,0,0,0,0,Train_605
318,879,0,0,0,1,3,Train_879
319,717,0,0,0,1,3,Train_717
320,507,0,0,1,0,2,Train_507
321,1226,0,0,0,1,3,Train_1226
322,1368,1,0,0,0,0,Train_1368
323,1015,0,0,0,1,3,Train_1015
324,1077,0,0,0,1,3,Train_1077
325,1770,1,0,0,0,0,Train_1770
326,380,1,0,0,0,0,Train_380
327,355,0,0,0,1,3,Train_355
328,8,0,0,0,1,3,Train_8
329,706,0,0,1,0,2,Train_706
330,1051,0,0,1,0,2,Train_1051
331,721,0,0,0,1,3,Train_721
332,472,0,0,1,0,2,Train_472
333,1530,1,0,0,0,0,Train_1530
334,1744,0,0,0,1,3,Train_1744
335,333,0,0,1,0,2,Train_333
336,249,1,0,0,0,0,Train_249
337,0,0,0,0,1,3,Train_0
338,164,0,0,1,0,2,Train_164
339,785,0,0,0,1,3,Train_785
340,932,0,0,0,1,3,Train_932
341,1773,0,0,1,0,2,Train_1773
342,1576,0,0,1,0,2,Train_1576
343,144,1,0,0,0,0,Train_144
344,809,1,0,0,0,0,Train_809
345,1497,1,0,0,0,0,Train_1497
346,1544,0,0,0,1,3,Train_1544
347,1420,1,0,0,0,0,Train_1420
348,415,1,0,0,0,0,Train_415
349,885,1,0,0,0,0,Train_885
350,1579,0,0,1,0,2,Train_1579
351,347,0,0,1,0,2,Train_347
352,691,1,0,0,0,0,Train_691
353,1525,0,0,1,0,2,Train_1525
354,1531,0,1,0,0,1,Train_1531
355,77,1,0,0,0,0,Train_77
356,441,0,0,1,0,2,Train_441
357,906,0,0,0,1,3,Train_906
358,1315,0,0,0,1,3,Train_1315
359,673,0,0,0,1,3,Train_673
360,1444,0,0,0,1,3,Train_1444
361,957,0,0,1,0,2,Train_957
362,1585,1,0,0,0,0,Train_1585
363,530,0,0,0,1,3,Train_530
364,964,0,0,0,1,3,Train_964
365,1000,0,0,1,0,2,Train_1000
366,1734,1,0,0,0,0,Train_1734
367,1348,1,0,0,0,0,Train_1348
368,1425,0,0,1,0,2,Train_1425
369,1546,1,0,0,0,0,Train_1546
370,1361,0,0,0,1,3,Train_1361
371,773,1,0,0,0,0,Train_773
372,2,1,0,0,0,0,Train_2
373,1727,0,0,0,1,3,Train_1727
374,1640,0,0,1,0,2,Train_1640
375,538,0,0,0,1,3,Train_538
376,1724,1,0,0,0,0,Train_1724
377,53,1,0,0,0,0,Train_53
378,593,0,0,0,1,3,Train_593
379,55,1,0,0,0,0,Train_55
380,992,0,0,0,1,3,Train_992
381,861,0,0,0,1,3,Train_861
382,1254,1,0,0,0,0,Train_1254
383,671,1,0,0,0,0,Train_671
384,795,0,0,0,1,3,Train_795
385,1289,1,0,0,0,0,Train_1289
386,1243,0,0,0,1,3,Train_1243
387,1099,0,0,0,1,3,Train_1099
388,1009,0,0,0,1,3,Train_1009
389,955,0,0,0,1,3,Train_955
390,984,0,0,0,1,3,Train_984
391,1763,0,0,1,0,2,Train_1763
392,967,0,0,0,1,3,Train_967
393,6,0,1,0,0,1,Train_6
394,1155,0,0,0,1,3,Train_1155
395,1179,0,0,1,0,2,Train_1179
396,1119,0,1,0,0,1,Train_1119
397,1716,0,0,0,1,3,Train_1716
398,658,0,0,0,1,3,Train_658
399,1673,0,0,0,1,3,Train_1673
400,834,1,0,0,0,0,Train_834
401,1159,1,0,0,0,0,Train_1159
402,371,0,0,1,0,2,Train_371
403,252,0,0,0,1,3,Train_252
404,1010,0,0,0,1,3,Train_1010
405,275,0,0,1,0,2,Train_275
406,768,1,0,0,0,0,Train_768
407,1065,0,0,0,1,3,Train_1065
408,331,0,0,1,0,2,Train_331
409,445,0,0,1,0,2,Train_445
410,1334,0,0,0,1,3,Train_1334
411,329,1,0,0,0,0,Train_329
412,443,1,0,0,0,0,Train_443
413,225,0,0,1,0,2,Train_225
414,259,0,0,1,0,2,Train_259
415,1312,0,0,0,1,3,Train_1312
416,597,1,0,0,0,0,Train_597
417,165,0,0,1,0,2,Train_165
418,51,0,0,0,1,3,Train_51
419,638,0,0,0,1,3,Train_638
420,1357,1,0,0,0,0,Train_1357
421,385,0,0,1,0,2,Train_385
422,466,1,0,0,0,0,Train_466
423,1023,0,0,1,0,2,Train_1023
424,1670,1,0,0,0,0,Train_1670
425,1372,1,0,0,0,0,Train_1372
426,555,0,0,0,1,3,Train_555
427,481,0,0,1,0,2,Train_481
428,1807,1,0,0,0,0,Train_1807
429,1122,0,0,1,0,2,Train_1122
430,831,0,0,0,1,3,Train_831
431,442,0,0,0,1,3,Train_442
432,1049,0,0,0,1,3,Train_1049
433,496,1,0,0,0,0,Train_496
434,697,0,0,1,0,2,Train_697
435,686,0,0,0,1,3,Train_686
436,81,0,0,1,0,2,Train_81
437,11,0,0,0,1,3,Train_11
438,800,1,0,0,0,0,Train_800
439,867,0,0,1,0,2,Train_867
440,880,1,0,0,0,0,Train_880
441,1556,1,0,0,0,0,Train_1556
442,294,0,0,1,0,2,Train_294
443,707,0,0,1,0,2,Train_707
444,1232,0,0,0,1,3,Train_1232
445,1443,0,0,1,0,2,Train_1443
446,1653,1,0,0,0,0,Train_1653
447,1207,0,0,1,0,2,Train_1207
448,181,0,0,1,0,2,Train_181
449,1474,1,0,0,0,0,Train_1474
450,127,0,0,0,1,3,Train_127
451,993,0,0,0,1,3,Train_993
452,1460,0,0,0,1,3,Train_1460
453,1599,0,0,1,0,2,Train_1599
454,38,0,0,1,0,2,Train_38
455,1447,1,0,0,0,0,Train_1447
456,987,0,0,1,0,2,Train_987
457,1030,0,0,1,0,2,Train_1030
458,340,0,0,1,0,2,Train_340
459,299,0,0,1,0,2,Train_299
460,27,0,0,0,1,3,Train_27
461,1708,0,1,0,0,1,Train_1708
462,676,1,0,0,0,0,Train_676
463,1440,1,0,0,0,0,Train_1440
464,1794,1,0,0,0,0,Train_1794
465,1203,0,0,0,1,3,Train_1203
466,1448,0,0,0,1,3,Train_1448
467,412,1,0,0,0,0,Train_412
468,391,0,1,0,0,1,Train_391
469,206,0,0,1,0,2,Train_206
470,1669,1,0,0,0,0,Train_1669
471,114,0,0,1,0,2,Train_114
472,277,0,0,1,0,2,Train_277
473,182,0,0,0,1,3,Train_182
474,194,0,0,1,0,2,Train_194
475,1677,0,0,1,0,2,Train_1677
476,1403,0,0,0,1,3,Train_1403
477,327,0,0,1,0,2,Train_327
478,1233,0,0,1,0,2,Train_1233
479,516,0,0,1,0,2,Train_516
480,263,1,0,0,0,0,Train_263
481,762,0,1,0,0,1,Train_762
482,1686,0,0,1,0,2,Train_1686
483,32,0,0,0,1,3,Train_32
484,1745,0,0,1,0,2,Train_1745
485,179,1,0,0,0,0,Train_179
486,1003,0,0,0,1,3,Train_1003
487,882,1,0,0,0,0,Train_882
488,421,1,0,0,0,0,Train_421
489,300,1,0,0,0,0,Train_300
490,251,0,0,0,1,3,Train_251
491,951,1,0,0,0,0,Train_951
492,233,0,0,1,0,2,Train_233
493,1634,1,0,0,0,0,Train_1634
494,193,0,0,1,0,2,Train_193
495,133,0,0,1,0,2,Train_133
496,598,0,0,1,0,2,Train_598
497,923,1,0,0,0,0,Train_923
498,1645,0,0,0,1,3,Train_1645
499,953,1,0,0,0,0,Train_953
500,315,0,0,0,1,3,Train_315
501,1136,0,0,0,1,3,Train_1136
502,1790,0,0,1,0,2,Train_1790
503,368,0,0,1,0,2,Train_368
504,572,1,0,0,0,0,Train_572
505,110,0,0,0,1,3,Train_110
506,1045,0,0,0,1,3,Train_1045
507,361,0,0,0,1,3,Train_361
508,1735,1,0,0,0,0,Train_1735
509,479,0,0,1,0,2,Train_479
510,204,0,0,0,1,3,Train_204
511,1473,0,0,0,1,3,Train_1473
512,1156,0,0,0,1,3,Train_1156
513,7,0,0,0,1,3,Train_7
514,1039,1,0,0,0,0,Train_1039
515,654,0,0,1,0,2,Train_654
516,115,0,0,1,0,2,Train_115
517,1157,0,0,0,1,3,Train_1157
518,569,1,0,0,0,0,Train_569
519,1239,1,0,0,0,0,Train_1239
520,1332,0,0,1,0,2,Train_1332
521,284,0,0,1,0,2,Train_284
522,1311,0,0,1,0,2,Train_1311
523,50,0,0,1,0,2,Train_50
524,1785,0,0,1,0,2,Train_1785
525,1577,0,1,0,0,1,Train_1577
526,528,0,0,0,1,3,Train_528
527,1791,0,0,1,0,2,Train_1791
528,745,0,0,1,0,2,Train_745
529,1743,0,0,1,0,2,Train_1743
530,1202,0,0,0,1,3,Train_1202
531,427,1,0,0,0,0,Train_427
532,1550,0,0,0,1,3,Train_1550
533,85,0,0,0,1,3,Train_85
534,214,0,0,0,1,3,Train_214
535,501,0,0,1,0,2,Train_501
536,99,1,0,0,0,0,Train_99
537,812,1,0,0,0,0,Train_812
538,1552,1,0,0,0,0,Train_1552
539,1684,0,0,1,0,2,Train_1684
540,1506,0,0,0,1,3,Train_1506
541,79,0,0,0,1,3,Train_79
542,926,0,0,0,1,3,Train_926
543,1622,0,0,0,1,3,Train_1622
544,107,0,0,0,1,3,Train_107
545,1324,0,0,1,0,2,Train_1324
546,209,0,0,0,1,3,Train_209
547,1541,1,0,0,0,0,Train_1541
548,1607,0,0,1,0,2,Train_1607
549,1519,0,0,0,1,3,Train_1519
550,420,1,0,0,0,0,Train_420
551,1758,0,0,0,1,3,Train_1758
552,1288,0,0,0,1,3,Train_1288
553,1345,0,0,0,1,3,Train_1345
554,1247,1,0,0,0,0,Train_1247
555,628,0,0,0,1,3,Train_628
556,338,0,1,0,0,1,Train_338
557,757,0,0,0,1,3,Train_757
558,1186,1,0,0,0,0,Train_1186
559,58,0,0,1,0,2,Train_58
560,525,1,0,0,0,0,Train_525
561,452,1,0,0,0,0,Train_452
562,124,0,0,1,0,2,Train_124
563,1639,0,0,0,1,3,Train_1639
564,866,1,0,0,0,0,Train_866
565,268,0,0,0,1,3,Train_268
566,96,0,0,1,0,2,Train_96
567,672,0,0,1,0,2,Train_672
568,1258,0,0,0,1,3,Train_1258
569,1641,0,1,0,0,1,Train_1641
570,980,1,0,0,0,0,Train_980
571,1583,1,0,0,0,0,Train_1583
572,1689,0,0,1,0,2,Train_1689
573,438,1,0,0,0,0,Train_438
574,1409,0,0,1,0,2,Train_1409
575,1722,0,0,1,0,2,Train_1722
576,1305,0,0,0,1,3,Train_1305
577,624,0,0,0,1,3,Train_624
578,1025,0,0,0,1,3,Train_1025
579,909,1,0,0,0,0,Train_909
580,332,0,0,0,1,3,Train_332
581,145,0,0,0,1,3,Train_145
582,1792,0,0,1,0,2,Train_1792
583,1340,0,0,1,0,2,Train_1340
584,1199,1,0,0,0,0,Train_1199
585,1597,1,0,0,0,0,Train_1597
586,1379,0,0,1,0,2,Train_1379
587,433,1,0,0,0,0,Train_433
588,511,0,0,1,0,2,Train_511
589,1098,0,0,0,1,3,Train_1098
590,1370,0,0,1,0,2,Train_1370
591,1815,0,1,0,0,1,Train_1815
592,390,0,0,1,0,2,Train_390
593,1766,0,0,1,0,2,Train_1766
594,253,0,0,0,1,3,Train_253
595,1810,1,0,0,0,0,Train_1810
596,931,0,0,1,0,2,Train_931
597,500,0,0,1,0,2,Train_500
598,1190,0,0,0,1,3,Train_1190
599,978,0,0,1,0,2,Train_978
600,871,0,0,0,1,3,Train_871
601,1191,0,0,1,0,2,Train_1191
602,820,0,0,0,1,3,Train_820
603,1261,1,0,0,0,0,Train_1261
604,1774,1,0,0,0,0,Train_1774
605,532,1,0,0,0,0,Train_532
606,319,0,0,0,1,3,Train_319
607,254,0,0,1,0,2,Train_254
608,108,0,0,1,0,2,Train_108
609,894,0,0,0,1,3,Train_894
610,524,0,0,0,1,3,Train_524
611,1630,0,0,1,0,2,Train_1630
612,19,0,0,0,1,3,Train_19
613,10,0,0,1,0,2,Train_10
614,292,0,0,0,1,3,Train_292
615,1375,0,0,0,1,3,Train_1375
616,536,0,0,1,0,2,Train_536
617,975,0,0,1,0,2,Train_975
618,1282,1,0,0,0,0,Train_1282
619,1306,1,0,0,0,0,Train_1306
620,1539,1,0,0,0,0,Train_1539
621,152,0,0,0,1,3,Train_152
622,1397,1,0,0,0,0,Train_1397
623,1522,0,0,0,1,3,Train_1522
624,770,0,0,0,1,3,Train_770
625,574,0,0,1,0,2,Train_574
626,141,0,0,1,0,2,Train_141
627,1349,1,0,0,0,0,Train_1349
628,318,0,0,1,0,2,Train_318
629,497,0,0,1,0,2,Train_497
630,1609,0,1,0,0,1,Train_1609
631,1006,0,0,0,1,3,Train_1006
632,366,1,0,0,0,0,Train_366
633,1031,1,0,0,0,0,Train_1031
634,1176,1,0,0,0,0,Train_1176
635,1102,0,0,1,0,2,Train_1102
636,582,0,0,1,0,2,Train_582
637,521,0,0,0,1,3,Train_521
638,556,0,0,0,1,3,Train_556
639,1118,0,0,1,0,2,Train_1118
640,994,0,0,0,1,3,Train_994
641,890,1,0,0,0,0,Train_890
642,918,1,0,0,0,0,Train_918
643,1629,0,0,1,0,2,Train_1629
644,121,0,0,1,0,2,Train_121
645,432,1,0,0,0,0,Train_432
646,172,0,0,0,1,3,Train_172
647,884,0,0,1,0,2,Train_884
648,1662,0,1,0,0,1,Train_1662
649,997,0,0,0,1,3,Train_997
650,150,0,0,0,1,3,Train_150
651,1476,1,0,0,0,0,Train_1476
652,1380,1,0,0,0,0,Train_1380
653,309,0,0,0,1,3,Train_309
654,896,1,0,0,0,0,Train_896
655,92,0,0,1,0,2,Train_92
656,1364,0,0,1,0,2,Train_1364
657,200,0,0,0,1,3,Train_200
658,823,0,0,0,1,3,Train_823
659,1464,0,0,0,1,3,Train_1464
660,647,0,0,1,0,2,Train_647
661,1196,0,0,1,0,2,Train_1196
662,1603,0,0,1,0,2,Train_1603
663,69,0,0,1,0,2,Train_69
664,833,1,0,0,0,0,Train_833
665,1671,0,0,1,0,2,Train_1671
666,1132,0,0,0,1,3,Train_1132
667,1679,0,0,1,0,2,Train_1679
668,690,0,0,1,0,2,Train_690
669,1127,0,0,0,1,3,Train_1127
670,116,0,0,0,1,3,Train_116
671,325,0,0,0,1,3,Train_325
672,244,0,0,1,0,2,Train_244
673,601,1,0,0,0,0,Train_601
674,278,1,0,0,0,0,Train_278
675,1656,1,0,0,0,0,Train_1656
676,939,1,0,0,0,0,Train_939
677,526,1,0,0,0,0,Train_526
678,998,0,0,0,1,3,Train_998
679,621,1,0,0,0,0,Train_621
680,1619,0,0,0,1,3,Train_1619
681,709,0,0,0,1,3,Train_709
682,856,0,0,0,1,3,Train_856
683,126,0,0,1,0,2,Train_126
684,666,0,0,1,0,2,Train_666
685,143,0,0,0,1,3,Train_143
686,1714,0,0,1,0,2,Train_1714
687,1316,0,0,1,0,2,Train_1316
688,832,0,0,1,0,2,Train_832
689,905,0,1,0,0,1,Train_905
690,435,0,0,1,0,2,Train_435
691,59,0,0,1,0,2,Train_59
692,1029,0,0,1,0,2,Train_1029
693,1290,0,0,1,0,2,Train_1290
694,1131,1,0,0,0,0,Train_1131
695,1043,1,0,0,0,0,Train_1043
696,1200,0,0,1,0,2,Train_1200
697,411,0,0,1,0,2,Train_411
698,342,0,0,1,0,2,Train_342
699,1182,0,0,0,1,3,Train_1182
